family,features,seed,step,variant,energy_un,energy_sym,energy_op,norm_f2,norm_pi2,R_un,R_sym,R_op,energy_un_relative,energy_sym_relative,energy_op_relative,norm_f2_relative,norm_pi2_relative,R_un_relative,R_sym_relative,R_op_relative,zero_state,resolution_R_op,censored_R_op
HGNN,real,,0,base,537.8210134601367,138.10400599443432,138.10400599443432,309.21454203686864,309.21454203686864,1.7393134550444609,0.44662843178302963,0.44662843178302963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1e-24,False
HGNN,real,,0,restart,537.8210134601367,138.10400599443432,138.10400599443432,309.21454203686864,309.21454203686864,1.7393134550444609,0.44662843178302963,0.44662843178302963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1e-24,False
HGNN,real,,1,base,88.60301997193989,24.502309301591445,24.502309301591445,118.63607252726038,118.63607252726038,0.7468472116824378,0.20653338212929517,0.20653338212929517,0.16474443681904807,0.17741925098522418,0.17741925098522418,0.3836691241808253,0.3836691241808253,0.42939195894586274,0.46242775298646527,0.46242775298646527,False,1e-24,False
HGNN,real,,1,restart,112.49458193329724,30.67331402696472,30.673314026964732,129.98726065508777,129.98726065508777,0.8654277455064912,0.2359716934750571,0.23597169347505717,0.2091673235479397,0.22210299988112492,0.222102999881125,0.42037887286552317,0.42037887286552317,0.49756859121426666,0.5283400623041643,0.5283400623041645,False,1e-24,False
HGNN,real,,2,base,33.10153518697655,9.190532675815051,9.190532675815053,80.19818315901189,80.19818315901189,0.41274669678420167,0.11459776660516913,0.11459776660516915,0.06154749323388056,0.06654790793096499,0.066547907930965,0.2593609687006558,0.2593609687006558,0.23730437753305997,0.2565841277673972,0.25658412776739725,False,1e-24,False
HGNN,real,,2,restart,53.157421430646366,14.555139277739029,14.55513927773903,92.69486165494973,92.69486165494973,0.5734667540528969,0.1570220723983551,0.15702207239835514,0.09883849849720756,0.10539259287182162,0.10539259287182164,0.2997752338694906,0.2997752338694906,0.3297086861426239,0.35157204786872104,0.3515720478687211,False,1e-24,False
HGNN,real,,3,base,19.25313616229401,5.1556672577025235,5.155667257702524,64.33201808749995,64.33201808749995,0.2992776650672956,0.08014154399276179,0.08014154399276181,0.03579840817008362,0.03733177195388742,0.03733177195388743,0.2080497820824657,0.2080497820824657,0.1720665497063296,0.17943672701896918,0.17943672701896923,False,1e-24,False
HGNN,real,,3,restart,37.03790433988959,9.950567430710775,9.950567430710775,77.77648398271317,77.77648398271317,0.4762095487386875,0.12793799515188187,0.12793799515188187,0.06886659950603594,0.07205125846321786,0.07205125846321786,0.2515291922248587,0.2515291922248587,0.2737916776056415,0.28645286785959395,0.28645286785959395,False,1e-24,False
HGNN,real,,4,base,13.345094904118687,3.4340676710209053,3.4340676710209057,55.0289390933033,55.0289390933033,0.24251048855387997,0.062404758797881515,0.06240475879788153,0.02481326420896313,0.024865807811246986,0.024865807811246986,0.17796361946891237,0.17796361946891237,0.13942885789248427,0.13972410701385332,0.13972410701385335,False,1e-24,False
HGNN,real,,4,restart,30.479352068532304,8.031821991366563,8.031821991366563,69.65507429481816,69.65507429481816,0.4375754728151908,0.1153084979476373,0.1153084979476373,0.05667192487039452,0.05815777705746096,0.05815777705746096,0.2252645488015663,0.2252645488015663,0.2515794214930657,0.25817545355834787,0.25817545355834787,False,1e-24,False
HGNN,real,,5,base,10.08941353732577,2.5000367344651977,2.500036734465198,48.68934506175585,48.68934506175585,0.20722015308541764,0.05134669056020859,0.051346690560208595,0.01875979793428729,0.018102564921729722,0.018102564921729722,0.15746136886392123,0.15746136886392123,0.11913905022951748,0.11496511844358492,0.11496511844358494,False,1e-24,False
HGNN,real,,5,restart,27.144106841635708,7.048769598980689,7.04876959898069,64.53333153746493,64.53333153746493,0.42062150201988496,0.10922680467671989,0.1092268046767199,0.050470521162795046,0.051039573748966845,0.051039573748966845,0.208700829891016,0.208700829891016,0.24183191408079627,0.24455855674181945,0.24455855674181948,False,1e-24,False
HGNN,real,,6,base,8.045064303599927,1.9224625342186477,1.9224625342186477,44.00901671756125,44.00901671756125,0.18280490916738987,0.04368337848937926,0.04368337848937926,0.014958627688868145,0.013920396590784805,0.013920396590784805,0.14232518440970968,0.14232518440970968,0.1051017622138253,0.09780698088338559,0.09780698088338559,False,1e-24,False
HGNN,real,,6,restart,25.197097725888895,6.476929356484173,6.476929356484173,61.02606261762809,61.02606261762809,0.4128907657662059,0.10613382346271896,0.10613382346271896,0.04685034071796547,0.04689892454492013,0.04689892454492013,0.197358320264096,0.197358320264096,0.2373872084808609,0.23763337913578766,0.23763337913578766,False,1e-24,False
