family,features,seed,step,variant,energy_un,energy_sym,energy_op,norm_f2,norm_pi2,R_un,R_sym,R_op,energy_un_relative,energy_sym_relative,energy_op_relative,norm_f2_relative,norm_pi2_relative,R_un_relative,R_sym_relative,R_op_relative,zero_state,resolution_R_op,censored_R_op
UniGCN,random,0,0,base,516101.2746605871,80989.02464801942,84178.20044591237,128768.0,128929.15974972691,4.0079932487930785,0.6289530368416021,0.6529027305329248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1e-24,False
UniGCN,random,0,0,restart,516101.2746605871,80989.02464801942,84178.20044591237,128768.0,128929.15974972691,4.0079932487930785,0.6289530368416021,0.6529027305329248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1e-24,False
UniGCN,random,0,1,base,42052.316650006345,7930.575241403927,7594.082790229567,23264.261259336705,22239.903607625634,1.807593036427468,0.3408909121591441,0.3414620370758128,0.08148074557200419,0.09792160451209815,0.09021436369513564,0.1806680328912207,0.17249708018571602,0.4509970262479324,0.541997402335455,0.5229906709029967,False,1e-24,False
UniGCN,random,0,1,restart,61860.376051392355,11199.126300492791,10907.902547419033,28432.07551798362,27267.563779263102,2.1757249488263684,0.39389056537252143,0.4000321640657336,0.11986092476147187,0.13827955515163332,0.12958108500344773,0.22080078527261135,0.2114926044053495,0.5428464605027818,0.6262638739300981,0.6126979492629961,False,1e-24,False
UniGCN,random,0,2,base,11293.991070332737,2004.3685945406867,1955.1612479262444,10778.516384799575,10867.360514525637,1.0478242707187522,0.18595959990999794,0.1799113267028289,0.02188328458936709,0.02474864468675514,0.023226455751836943,0.08370492967817762,0.08428939221833916,0.2614336416445517,0.29566531842158944,0.2755560947891552,False,1e-24,False
UniGCN,random,0,2,restart,24984.804911221247,4393.967078976606,4316.376242510756,15266.822585381315,15109.947816537875,1.6365425596250358,0.2878114980640458,0.28566453669591574,0.04841066305765753,0.054253858446535325,0.05127665143286341,0.11856068732434545,0.11719573637080094,0.4083196896895586,0.45760411541908075,0.4375300076670611,False,1e-24,False
UniGCN,random,0,3,base,5600.208585990294,848.5638778057269,869.0356017193949,7102.052862110859,7477.0648348231125,0.7885337795593104,0.11948149278538575,0.11622683779228643,0.010850987705219792,0.01047751694125975,0.010323760749409019,0.05515386479646231,0.0579935900407429,0.19674029635572876,0.18996886219896958,0.17801554865212085,False,1e-24,False
UniGCN,random,0,3,restart,17182.06523987685,2850.281291494978,2855.9122688100315,11278.300765153133,11459.94060038691,1.5234622304952832,0.2527225821376894,0.2492082959586728,0.03329204185976212,0.035193426564678124,0.03392698173258125,0.08758620748286168,0.08888556027691931,0.3801059871929777,0.4018147100565412,0.3816928376992071,False,1e-24,False
UniGCN,random,0,4,base,3548.7035230963756,467.0990659809916,496.14400770142214,5400.76531763737,5824.179035473494,0.6570741949307287,0.08648756954048316,0.08518694303172063,0.006875982868730896,0.005767436612689402,0.0058939726089798404,0.04194182807558842,0.04517348167613285,0.16394094354539956,0.13751037752324982,0.13047417179920154,False,1e-24,False
UniGCN,random,0,4,restart,14470.298032622708,2317.7904527279557,2348.7634389428063,9507.860544448113,9799.461584394,1.5219299825629322,0.24377623566233037,0.23968290693473382,0.028037710315943452,0.028618574711834575,0.027902276676156485,0.07383713767743626,0.07600655742592595,0.37972368916071125,0.3875905216810709,0.3671035450243794,False,1e-24,False
UniGCN,random,0,5,base,2535.4406505932366,299.99291830047497,325.1157413436542,4408.919508590349,4816.160738119566,0.5750707504759789,0.06804227605334323,0.06750516833260703,0.0049126804661752945,0.003704118176558523,0.0038622320223221348,0.03423924817183112,0.037355092885647756,0.1434809678507191,0.10818339695922202,0.10339238170670027,False,1e-24,False
UniGCN,random,0,5,restart,13228.643670522124,2085.934287663681,2123.339066003044,8546.370615002481,8868.90674647034,1.5478668392054378,0.24407252875296412,0.23941384509968985,0.025631875602752412,0.025755765015435243,0.025224334266534584,0.0663702986378796,0.06878899050987669,0.38619497167854383,0.3880616110522609,0.3666914440750935,False,1e-24,False
UniGCN,random,0,6,base,1942.205608635514,212.30382535292125,232.02195092878253,3745.2966208571984,4120.655432742621,0.5185719063797395,0.056685450271314046,0.05630704986520886,0.0037632257543111117,0.0026213900744650235,0.0027563187345382286,0.029085616153525708,0.03196061651795066,0.12938442611795725,0.09012668188386525,0.08624110029260995,False,1e-24,False
UniGCN,random,0,6,restart,12556.146297808218,1968.6903344374325,2006.4223270241357,7956.398747555839,8281.129757335044,1.578119284389234,0.2474348504770708,0.24228847824138233,0.02432884186551514,0.02430811264851523,0.02383541482706484,0.061788633414791246,0.06423007621712655,0.39374299965810844,0.39340751373045,0.3710942946181539,False,1e-24,False
UniGCN,random,0,7,base,1555.9548287434666,160.0535276223619,175.1895017310393,3260.8296506652896,3602.87590383441,0.4771653215389567,0.04908368261117445,0.048624905882712045,0.00301482461899893,0.001976237253355736,0.002081174232794452,0.02532329189445584,0.027944616336817798,0.11905342447436627,0.07804029829899027,0.0744749617496966,False,1e-24,False
UniGCN,random,0,7,restart,12150.99748387812,1902.9927213288292,1939.2538369443603,7564.41592119104,7881.060003416965,1.6063365116979063,0.2515716667558911,0.24606510242322283,0.023543823819984166,0.023496921090225362,0.023037482705399518,0.05874453219115805,0.06112705627427823,0.4007832378913363,0.39998481924692236,0.3768786542252241,False,1e-24,False
UniGCN,random,0,8,base,1285.6757205870308,125.94813487801544,137.57422392363142,2886.350668121167,3197.635300624152,0.4454329596146836,0.04363577034109988,0.043023738165755825,0.0024911306825051976,0.0015551259621336296,0.0016343212755186895,0.022415123851587095,0.024801490266680538,0.11113615516912764,0.06937842380128181,0.06589609164390868,False,1e-24,False
UniGCN,random,0,8,restart,11888.903049026274,1863.3409488636598,1897.8022576630608,7289.283381656465,7594.767687080439,1.6310112292992731,0.2556274535234521,0.24988285828563755,0.023035988540902143,0.023007326695954077,0.022545056173806772,0.056607879144325184,0.058906516584945987,0.4069396149283478,0.4064332923919569,0.3827260120074446,False,1e-24,False
UniGCN,random,0,9,base,1086.5417987886326,102.17358804047007,111.17562760901605,2585.361439350292,2869.249782774179,0.42026688502853327,0.0395200402099857,0.038747281005811963,0.0021052879582659323,0.0012615732623589351,0.0013207175613174403,0.02007767022358266,0.022254467401663623,0.10485718386753462,0.0628346440752437,0.05934617699360043,False,1e-24,False
UniGCN,random,0,9,restart,11710.580968199365,1838.022327566565,1870.834348257642,7088.359225411677,7382.4882517131155,1.6520862721258656,0.2593015208621593,0.2534151473689799,0.0226904709272435,0.02269470876522667,0.022224689270468816,0.05504752132060509,0.057260035402726284,0.4121978680037338,0.41227485308646783,0.38813614267186863,False,1e-24,False
UniGCN,random,0,10,base,934.0774235966177,84.78182442187045,91.8202133099348,2336.5843510093187,2596.306330571199,0.3997619102401035,0.036284512641389474,0.035365708671878465,0.0018098723437777048,0.0010468310340856018,0.001090783751892305,0.018145691095686183,0.020137464136205218,0.09974116357618198,0.05769033698223084,0.05416688737541592,False,1e-24,False
UniGCN,random,0,10,restart,11584.620962897865,1821.123925726136,1852.5623155049798,6937.218583548004,7220.897544508557,1.6699230135794525,0.26251499845269854,0.25655568495274395,0.022446410291306618,0.022486058248519375,0.022007625557347477,0.05387377751885565,0.05600670599673129,0.4166481602937615,0.4173841019529274,0.3929462582325749,False,1e-24,False
UniGCN,random,0,11,base,813.8333147357484,71.5883637580582,77.14245075924255,2126.6249581269694,2365.031744602983,0.38268774737438155,0.033662900214013206,0.03261793459444343,0.0015768868528196606,0.0008839267304327128,0.00091641838802208,0.016515166486448258,0.01834365281829111,0.09548113572537074,0.053522120479865015,0.049958336929942684,False,1e-24,False
UniGCN,random,0,11,restart,11493.040266227476,1809.4367856561562,1839.7776558306005,6820.918708020926,7095.39928713881,1.6849695412309282,0.2652775766889561,0.2592916312920401,0.02226896314833915,0.02234175301554772,0.02185574942306739,0.05297060378371122,0.05503331675248771,0.4204022902828793,0.42177644617330085,0.3971366930574729,False,1e-24,False
UniGCN,random,0,12,base,716.7449933517007,61.293083774554916,65.71059760904141,1946.53877159105,2166.0815555088298,0.36821511280037444,0.03148824193440316,0.03033616044692531,0.0013887681130473211,0.0007568072839614551,0.0007806130002893435,0.015116634346973239,0.016800555899949682,0.09187019287301808,0.05006453596682971,0.04646352209641358,False,1e-24,False
UniGCN,random,0,12,restart,11424.915931240743,1801.1160639290858,1830.5970416409123,6729.8282601192195,6996.389058184724,1.697653415458532,0.2676318019290999,0.2616488343368196,0.02213696515040447,0.022239014135023688,0.02174668776409801,0.0522632040578344,0.054265373882571535,0.42356693489185493,0.42551953206722704,0.40074703642800147,False,1e-24,False
UniGCN,random,0,13,base,636.8445328404167,53.07597122555139,56.61158179427068,1790.0727450736126,1992.84507958621,0.35576461045678226,0.029650175598516675,0.028407417302114314,0.0012339526447773962,0.0006553477024352504,0.0006725206941272845,0.013901534116190457,0.015456899614134273,0.08876377488008823,0.0471421137377923,0.04350941721277083,False,1e-24,False
UniGCN,random,0,13,restart,11373.295484054015,1795.0493416900572,1823.8626000848672,6657.470574909875,6917.28948044242,1.7083508452769962,0.2696293316646552,0.263667236312946,0.02203694515487031,0.022164106179712526,0.02166668556019758,0.051701281179406956,0.05365186195171083,0.426235958803431,0.4286954921446061,0.4038384647246466,False,1e-24,False
UniGCN,random,0,14,base,570.0454828862491,46.39530050581001,49.23801737728289,1652.6936806741521,1840.485805606524,0.3449190189035643,0.028072534582987488,0.026752728669405146,0.0011045225246946704,0.0005728591090884881,0.0005849259917230014,0.012834661411796037,0.014275171025540035,0.08605778440555739,0.044633753139914294,0.040975060171012795,False,1e-24,False
UniGCN,random,0,14,restart,11333.582384010837,1790.538088767554,1818.834512113077,6599.335417149015,6853.447791781714,1.7173823828622834,0.27132097030780805,0.26538970856305716,0.021959996885232154,0.022108404151664783,0.021606954086429372,0.05124980909192513,0.053156693218860684,0.42848934024014046,0.43138510256710716,0.4064766406267526,False,1e-24,False
UniGCN,random,0,15,base,513.4572730658982,40.87951406956214,43.17162367057099,1531.0168820953247,1705.3662272985011,0.33537009230309006,0.026700890465437006,0.025315162795829415,0.0009948769713920438,0.0005047537520945049,0.0005128599024673896,0.011889731005337698,0.01322715691786794,0.08367531367576021,0.04245291603888298,0.03877325306200847,False,1e-24,False
